Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
Philippe Dupont	Male	1958	1980 Summer Olympics	Athletics	800 metres, Men	Olympic		6 h3 r2/3		France
Philippe Dupont	Male	1958	1984 Summer Olympics	Athletics	800 metres, Men	Olympic		8 h4 r2/4		France
Gilles Dupray	Male	1970	1996 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		19 r1/2		France
Gilles Dupray	Male	1970	2000 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		19 r1/2		France
Lucien Duquesne	Male	1900	1920 Summer Olympics	Athletics	5,000 metres, Men	Olympic		5 h2 r1/2		France
Lucien Duquesne	Male	1900	1920 Summer Olympics	Athletics	10,000 metres, Men	Olympic		7 h1 r1/2		France
Lucien Duquesne	Male	1900	1920 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	4		France
Lucien Duquesne	Male	1900	1924 Summer Olympics	Athletics	5,000 metres, Men	Olympic		5 h3 r1/2		France
Lucien Duquesne	Male	1900	1924 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	4		France
Lucien Duquesne	Male	1900	1928 Summer Olympics	Athletics	5,000 metres, Men	Olympic		8 h1 r1/2		France
Lucien Duquesne	Male	1900	1928 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		6		France
Marcel Duriez	Male	1940	1960 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		6 h4 r2/4		France
Marcel Duriez	Male	1940	1964 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		6		France
Marcel Duriez	Male	1940	1968 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		7		France
Roger Duthil	Male	1899	1920 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		DNS		France
Roger Duthil	Male	1899	1924 Summer Olympics	Athletics	Pole Vault, Men	Olympic		=11		France
Émile Duval	Male	1907	1936 Summer Olympics	Athletics	Marathon, Men	Olympic		16		France
Gilles Échevin	Male	1948	1976 Summer Olympics	Athletics	100 metres, Men	Olympic		8 h1 r2/4		France
Émile Écuyer	Male	1881	1920 Summer Olympics	Athletics	Shot Put, Men	Olympic		DNS		France
Émile Écuyer	Male	1881	1920 Summer Olympics	Athletics	Discus Throw, Men	Olympic		14 r1/2		France
Patrick El Mabrouk	Male	1928	1952 Summer Olympics	Athletics	800 metres, Men	Olympic		1 h8 r1/3		France
Patrick El Mabrouk	Male	1928	1952 Summer Olympics	Athletics	1,500 metres, Men	Olympic		5		France
Boughera El Ouafi	Male	1898	1924 Summer Olympics	Athletics	Marathon, Men	Olympic		7		France
Boughera El Ouafi	Male	1898	1928 Summer Olympics	Athletics	Marathon, Men	Olympic		1	Gold	France
Évelyne Élien	Female	1964	1988 Summer Olympics	Athletics	400 metres, Women	Olympic		6 h2 r2/4		France
Évelyne Élien	Female	1964	1988 Summer Olympics	Athletics	4 × 400 metres Relay, Women	Olympic	France	7		France
Évelyne Élien	Female	1964	1996 Summer Olympics	Athletics	4 × 400 metres Relay, Women	Olympic	France	8		France
Henry Elliott	Male	1946	1968 Summer Olympics	Athletics	High Jump, Men	Olympic		=18 r1/2		France
Henry Elliott	Male	1946	1972 Summer Olympics	Athletics	High Jump, Men	Olympic		15		France
Charles Épalle	Male	1924	1948 Summer Olympics	Athletics	Triple Jump, Men	Olympic		20 r1/2		France
Christophe Épalle	Male	1969	1992 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		10		France
Christophe Épalle	Male	1969	1996 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		17 r1/2		France
Christophe Épalle	Male	1969	2000 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		23 r1/2		France
Paul Esparbès	Male	1900	1920 Summer Olympics	Athletics	800 metres, Men	Olympic		8		France
Armand Estang	Male	1886	1912 Summer Olympics	Athletics	High Jump, Men	Olympic		NP r1/2		France
Mohamed Ezzher	Male	1960	1996 Summer Olympics	Athletics	10,000 metres, Men	Olympic		18 h1 r1/2		France
Charles-Robert Faidide	Male		1900 Summer Olympics	Athletics	400 metres, Men	Olympic		3 h2 r1/2		France
Charles-Robert Faidide	Male		1900 Summer Olympics	Athletics	400 metres, Handicap, Men	Olympic (non-medal)		3 h3 r1/2		France
Pierre Failliot	Male	1889	1908 Summer Olympics	Athletics	100 metres, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1908 Summer Olympics	Athletics	200 metres, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1908 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1908 Summer Olympics	Athletics	800 metres, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1908 Summer Olympics	Athletics	Standing Long Jump, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1908 Summer Olympics	Athletics	Javelin Throw, Freestyle, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	100 metres, Men	Olympic		3 h3 r1/3		France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	200 metres, Men	Olympic		3 h11 r1/3		France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	2 h6 r1/3		France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	2	Silver	France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	Shot Put, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	Javelin Throw, Men	Olympic		DNS		France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	Pentathlon, Men	Olympic		17		France
Pierre Failliot	Male	1889	1912 Summer Olympics	Athletics	Decathlon, Men	Olympic		AC		France
Paul Faucher	Male	1920	1952 Summer Olympics	Athletics	Long Jump, Men	Olympic		8		France
Barthélémy Favodon	Male	1898	1924 Summer Olympics	Athletics	400 metres, Men	Olympic		3 h3 r2/4		France
Barthélémy Favodon	Male	1898	1924 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	5		France
Alexandre Fayollat	Male	1889	1908 Summer Olympics	Athletics	5 mile, Men	Olympic		DNS		France
Alexandre Fayollat	Male	1889	1908 Summer Olympics	Athletics	3 mile, Team, Men	Olympic	France	3	Bronze	France
Alexandre Fayollat	Male	1889	1912 Summer Olympics	Athletics	5,000 metres, Men	Olympic		DNS		France
Jean Fayolle	Male	1937	1964 Summer Olympics	Athletics	5,000 metres, Men	Olympic		10 h3 r1/2		France
Jean Fayolle	Male	1937	1964 Summer Olympics	Athletics	10,000 metres, Men	Olympic		13		France
René Féger	Male	1904	1928 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h2 r3/4		France
René Féger	Male	1904	1928 Summer Olympics	Athletics	800 metres, Men	Olympic		4 h5 r1/3		France
René Féger	Male	1904	1928 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	6		France
Jacques Fellice	Male	1955	1980 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	4		France
Jacques Fellice	Male	1955	1984 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	4 h2 r1/3		France
Gérard Fenouil	Male	1945	1968 Summer Olympics	Athletics	100 metres, Men	Olympic		7 h2 r3/4		France
Gérard Fenouil	Male	1945	1968 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	3	Bronze	France
Gérard Fenouil	Male	1945	1972 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	7		France
Serge Ferreira	Male	1959	1984 Summer Olympics	Athletics	Pole Vault, Men	Olympic		AC r2/2		France
Gaston Féry	Male	1900	1920 Summer Olympics	Athletics	400 metres, Men	Olympic		6 h1 r3/4		France
Gaston Féry	Male	1900	1920 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3	Bronze	France
Gaston Féry	Male	1900	1924 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h2 r2/4		France
Gaston Féry	Male	1900	1924 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	5		France
Martial Fesselier	Male	1961	1984 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		20		France
Martial Fesselier	Male	1961	1988 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		16		France
Martial Fesselier	Male	1961	1992 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		17		France
Martial Fesselier	Male	1961	1996 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		28		France
Jacques Flouret	Male	1907	1928 Summer Olympics	Athletics	Long Jump, Men	Olympic		28 r1/2		France
Jacques Flouret	Male	1907	1928 Summer Olympics	Athletics	Triple Jump, Men	Olympic		DNS		France
Jacques Flouret	Male	1907	1936 Summer Olympics	Basketball (Basketball)	Basketball, Men	Olympic	France	=19		France
Bernard Fournet	Male	1941	1964 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		5 h3 r1/3		France
Maurice Fournier	Male	1933	1956 Summer Olympics	Athletics	High Jump, Men	Olympic		11		France
Maurice Fournier	Male	1933	1960 Summer Olympics	Athletics	High Jump, Men	Olympic		14		France
André Foussard	Male	1899	1912 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		France
André Foussard	Male	1899	1912 Summer Olympics	Athletics	Pentathlon, Men	Olympic		DNS		France
André Foussard	Male	1899	1924 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		5 h5 r1/3		France
André Francquenelle	Male	1889	1920 Summer Olympics	Athletics	Pole Vault, Men	Olympic		10		France
André Francquenelle	Male	1889	1920 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		DNS		France
Hugues Frayer	Male	1923	1948 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		6 h2 r2/3		France
Hugues Frayer	Male	1923	1952 Summer Olympics	Athletics	Decathlon, Men	Olympic		11		France
Raymond Fritz	Male	1898	1924 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h4 r2/4		France
Raymond Fritz	Male	1898	1924 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	5		France
Robert Froissart	Male	1955	1980 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	4		France
Louis Gailliard	Male	1912	1936 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		5 h2 r1/3		France
Étienne Gajan	Male	1890	1920 Summer Olympics	Athletics	Pole Vault, Men	Olympic		AC r1/2		France
Étienne Gajan	Male	1890	1920 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		DNS		France
Jean Galfione	Male	1971	1992 Summer Olympics	Athletics	Pole Vault, Men	Olympic		13 r1/2		France
Jean Galfione	Male	1971	1996 Summer Olympics	Athletics	Pole Vault, Men	Olympic		1	Gold	France
Jean Galfione	Male	1971	2000 Summer Olympics	Athletics	Pole Vault, Men	Olympic		=16 r1/2		France
Francis Galtier	Male	1907	1924 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	5		France
Taka N'Gangué	Male	1896	1924 Summer Olympics	Athletics	Javelin Throw, Men	Olympic		10		France
Marc Gasparoni	Male	1959	1984 Summer Olympics	Athletics	100 metres, Men	Olympic		7 h1 r3/4		France
Marc Gasparoni	Male	1959	1984 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	6		France
Bernard Gauthier	Male	1949	1972 Summer Olympics	Athletics	High Jump, Men	Olympic		14		France
Gilles Gémise-Fareau	Male	1953	1976 Summer Olympics	Athletics	Decathlon, Men	Olympic		17		France
Paul Genève	Male	1925	1960 Summer Olympics	Athletics	Marathon, Men	Olympic		35		France
Paul Genevay	Male	1939	1960 Summer Olympics	Athletics	200 metres, Men	Olympic		6 h2 r3/4		France
Paul Genevay	Male	1939	1960 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	AC h4 r1/3		France
Paul Genevay	Male	1939	1964 Summer Olympics	Athletics	200 metres, Men	Olympic		5 h1 r3/4		France
Paul Genevay	Male	1939	1964 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	3	Bronze	France
Rémy Geoffroy	Male	1963	1988 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8 h1 r2/3		France
Jean Gérault	Male	1904	1928 Summer Olympics	Athletics	Marathon, Men	Olympic		23		France
Marcel Gerdil	Male	1928	1952 Summer Olympics	Athletics	200 metres, Men	Olympic		5 h3 r2/4		France
Robert Geyer	Male		1920 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		4 h2 r1/2		France
Mohammed Ghermati	Male	1897	1924 Summer Olympics	Athletics	Marathon, Men	Olympic		24		France
Pierre Gillet	Male	1930	1952 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8 h1 r1/3		France
André Glatigny	Male	1915	1936 Summer Olympics	Athletics	1,500 metres, Men	Olympic		6 h3 r1/2		France
Robert Goix	Male	1906	1936 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8		France
Jean-Paul Gomez	Male	1945	1976 Summer Olympics	Athletics	10,000 metres, Men	Olympic		9		France
Fernand Gonder	Male	1883	1906 Intercalated Games	Athletics	Pole Vault, Men	Intercalated		1	Gold	France
Fernand Gonder	Male	1883	1912 Summer Olympics	Athletics	Pole Vault, Men	Olympic		15 r1/2		France
Émile Gontier	Male	1877	1900 Summer Olympics	Athletics	Pole Vault, Men	Olympic		=4		France
Émile Gontier	Male	1877	1900 Summer Olympics	Athletics	Discus Throw, Men	Olympic		13		France
Alex Gonzalez	Male	1951	1980 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8 h1 r2/3		France
Alex Gonzalez	Male	1951	1984 Summer Olympics	Athletics	1,500 metres, Men	Olympic		5 h4 r1/3		France
Alex Gonzalez	Male	1951	1988 Summer Olympics	Athletics	Marathon, Men	Olympic		37		France
Francis Gonzalez	Male	1952	1972 Summer Olympics	Athletics	800 metres, Men	Olympic		5 h6 r1/3		France
Francis Gonzalez	Male	1952	1976 Summer Olympics	Athletics	1,500 metres, Men	Olympic		6 h2 r2/3		France
Jean-Pierre Goudeau	Male	1933	1952 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h10 r1/4		France
Jean-Pierre Goudeau	Male	1933	1952 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	6		France
Jean-Pierre Goudeau	Male	1933	1956 Summer Olympics	Athletics	200 metres, Men	Olympic		5 h1 r1/4		France
Jean-Pierre Goudeau	Male	1933	1956 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3 h2 r1/2		France
Robert Goullieux	Male	1900	1920 Summer Olympics	Athletics	800 metres, Men	Olympic		5 h1 r2/3		France
Pierre Grany	Male	1899	1920 Summer Olympics	Athletics	Javelin Throw, Men	Olympic		14 r1/2		France
Jean-Pierre Grès	Male	1949	1972 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	7		France
Régis Groisard	Male	1973	1996 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	AC		France
Maurice Grosclaude	Male	1900	1924 Summer Olympics	Athletics	800 metres, Men	Olympic		4 h2 r1/3		France
Charles Guézille	Male	1900	1920 Summer Olympics	Athletics	Long Jump, Men	Olympic		27 r1/2		France
Dominique Guebey	Male	1952	1984 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		DNS		France
Dominique Guebey	Male	1952	1984 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		12		France
Joseph Guillemot	Male	1899	1920 Summer Olympics	Athletics	5,000 metres, Men	Olympic		1	Gold	France
Joseph Guillemot	Male	1899	1920 Summer Olympics	Athletics	10,000 metres, Men	Olympic		2	Silver	France
Joseph Guillemot	Male	1899	1920 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	DNS		France
Joseph Guillemot	Male	1899	1920 Summer Olympics	Athletics	Cross-Country, Individual, Men	Olympic		AC		France
Joseph Guillemot	Male	1899	1920 Summer Olympics	Athletics	Cross-Country, Team, Men	Olympic	France	5		France
Georges Guillez	Male	1909	1936 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3 h2 r1/2		France
Lucien Guillier	Male	1926	1952 Summer Olympics	Athletics	Shot Put, Men	Olympic		11		France
Lucien Guillier	Male	1926	1952 Summer Olympics	Athletics	Discus Throw, Men	Olympic		25 r1/2		France
Georges Guillon	Male	1901	1920 Summer Olympics	Athletics	1,500 metres, Men	Olympic		DNS		France
Georges Guillon	Male	1901	1920 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		6 h3 r1/2		France
Marcel Guillouet	Male	1898	1924 Summer Olympics	Athletics	Long Jump, Men	Olympic		16		France
Pierre Guilloux	Male	1901	1920 Summer Olympics	Athletics	High Jump, Men	Olympic		AC r1/2		France
Pierre Guilloux	Male	1901	1924 Summer Olympics	Athletics	High Jump, Men	Olympic		7		France
Needy Guims	Male	1974	1996 Summer Olympics	Athletics	100 metres, Men	Olympic		7 h2 r2/4		France
Needy Guims	Male	1974	1996 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	AC		France
Needy Guims	Male	1974	2000 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	5		France
Henri Gutierrez	Male		1908 Summer Olympics	Athletics	Long Jump, Men	Olympic		AC		France
Alexis Guyodo	Male	1922	1948 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		4		France
Marcel Hansenne	Male	1917	1948 Summer Olympics	Athletics	800 metres, Men	Olympic		3	Bronze	France
Marcel Hansenne	Male	1917	1948 Summer Olympics	Athletics	1,500 metres, Men	Olympic		11		France
Claude Heim	Male	1912	1936 Summer Olympics	Athletics	Long Jump, Men	Olympic		NP r1/2		France
Ignace Heinrich	Male	1925	1948 Summer Olympics	Athletics	Discus Throw, Men	Olympic		DNS		France
Ignace Heinrich	Male	1925	1948 Summer Olympics	Athletics	Decathlon, Men	Olympic		2	Silver	France
Ignace Heinrich	Male	1925	1952 Summer Olympics	Athletics	Decathlon, Men	Olympic		AC		France
Albert Heisé	Male	1899	1924 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h4 r2/4		France
Albert Heisé	Male	1899	1924 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	5		France
Serge Hélan	Male	1964	1992 Summer Olympics	Athletics	Long Jump, Men	Olympic		31 r1/2		France
Serge Hélan	Male	1964	1992 Summer Olympics	Athletics	Triple Jump, Men	Olympic		20 r1/2		France
Georges Henry	Male	1907	1936 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h2 r2/4		France
Georges Henry	Male	1907	1936 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3 h2 r1/2		France
Gaston Heuet	Male	1892	1912 Summer Olympics	Athletics	5,000 metres, Men	Olympic		AC h5 r1/2		France
Gaston Heuet	Male	1892	1912 Summer Olympics	Athletics	10,000 metres, Men	Olympic		3 h1 r1/2		France
Gaston Heuet	Male	1892	1912 Summer Olympics	Athletics	Marathon, Men	Olympic		DNS		France
Gaston Heuet	Male	1892	1920 Summer Olympics	Athletics	5,000 metres, Men	Olympic		DNS		France
Gaston Heuet	Male	1892	1920 Summer Olympics	Athletics	10,000 metres, Men	Olympic		AC		France
Gaston Heuet	Male	1892	1920 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		DNS		France
Gaston Heuet	Male	1892	1920 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	4		France
Gaston Heuet	Male	1892	1920 Summer Olympics	Athletics	Cross-Country, Individual, Men	Olympic		8		France
Gaston Heuet	Male	1892	1920 Summer Olympics	Athletics	Cross-Country, Team, Men	Olympic	France	5		France
Gaston Heuet	Male	1892	1924 Summer Olympics	Athletics	10,000 metres, Men	Olympic		12		France
Gaston Heuet	Male	1892	1924 Summer Olympics	Athletics	Cross-Country, Individual, Men	Olympic		10		France
Gaston Heuet	Male	1892	1924 Summer Olympics	Athletics	Cross-Country, Team, Men	Olympic	France	3	Bronze	France
Michel Hiblot	Male	1943	1964 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	8		France
Maurice Houvion	Male	1934	1964 Summer Olympics	Athletics	Pole Vault, Men	Olympic		AC r1/2		France
Philippe Houvion	Male	1957	1980 Summer Olympics	Athletics	Pole Vault, Men	Olympic		4		France
Claude Hubert	Male	1914	1948 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		8		France
Claude Hubert	Male	1914	1952 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		18		France
Guy Husson	Male	1931	1956 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		13		France
Guy Husson	Male	1931	1960 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		16 r1/2		France
Guy Husson	Male	1931	1964 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		22 r1/2		France
Pierre Haarhoff	Male	1932	1956 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h3 r2/4		France
